timestamp,__name__,endpoint,job,namespace,pod,prometheus,prometheus_replica,service,value
2021-02-27 00:31:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,51.49352380951784
2021-02-27 00:33:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,57.801238095243704
2021-02-27 00:36:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,51.99666666663029
2021-02-27 00:38:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,50.12552380950323
2021-02-27 00:41:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,50.90114285712176
2021-02-27 00:43:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,49.851333333310215
2021-02-27 00:46:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,51.14990476189363
2021-02-27 00:48:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,48.57809523809481
2021-02-27 00:51:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,49.21647619048045
2021-02-27 00:53:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,47.98114285709646
2021-02-27 00:56:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,49.14728014412728
2021-02-27 00:58:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,49.24819047615774
2021-02-27 01:01:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,52.52952380952026
2021-02-27 01:03:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,51.83892670866287
2021-02-27 01:06:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,49.63496763822454
2021-02-27 01:08:36.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,47.99585527757754
2021-02-27 01:11:06.661999872+00:00,cluster:cpu_usage_cores:sum,web,prometheus-k8s,openshift-monitoring,prometheus-k8s-0,openshift-monitoring/k8s,prometheus-k8s-0,prometheus-k8s,48.019333333355775
